code	name	type	scope	status
spt	Spiti Bhoti	living	individual	pending
spu	Sapuan	living	individual	pending
spv	Sambalpuri	living	individual	pending
spx	South Picene	ancient	individual	pending
spy	Sabaot	living	individual	pending
sqa	Shama-Sambuga	living	individual	pending
sqh	Shau	living	individual	pending
sqi	Albanian	living	macrolanguage	pending
sqk	Albanian Sign Language	living	individual	pending
sqm	Suma	living	individual	pending
sqn	Susquehannock	extinct	individual	pending
sqo	Sorkhei	living	individual	pending
sqq	Sou	living	individual	pending
sqr	Siculo Arabic	historical	individual	pending
sqs	Sri Lankan Sign Language	living	individual	pending
sqt	Soqotri	living	individual	pending
squ	Squamish	living	individual	pending
sra	Saruga	living	individual	pending
srb	Sora	living	individual	pending
src	Logudorese Sardinian	living	individual	pending
srd	Sardinian	living	macrolanguage	pending
sre	Sara	living	individual	pending
srf	Nafi	living	individual	pending
srg	Sulod	living	individual	pending
srh	Sarikoli	living	individual	pending
sri	Siriano	living	individual	pending
srk	Serudung Murut	living	individual	pending
srl	Isirawa	living	individual	pending
srm	Saramaccan	living	individual	pending
srn	Sranan Tongo	living	individual	pending
sro	Campidanese Sardinian	living	individual	pending
srp	Serbian	living	individual	pending
srq	Sirionó	living	individual	pending
srr	Serer	living	individual	pending
srs	Sarsi	living	individual	pending
srt	Sauri	living	individual	pending
sru	Suruí	living	individual	pending
srv	Southern Sorsoganon	living	individual	pending
srw	Serua	living	individual	pending
srx	Sirmauri	living	individual	pending
sry	Sera	living	individual	pending
srz	Shahmirzadi	living	individual	pending
ssb	Southern Sama	living	individual	pending
ssc	Suba-Simbiti	living	individual	pending
ssd	Siroi	living	individual	pending
sse	Balangingi	living	individual	pending
ssf	Thao	extinct	individual	pending
ssg	Seimat	living	individual	pending
ssh	Shihhi Arabic	living	individual	pending
ssi	Sansi	living	individual	pending
ssj	Sausi	living	individual	pending
ssk	Sunam	living	individual	pending
ssl	Western Sisaala	living	individual	pending
ssm	Semnam	living	individual	pending
ssn	Waata	living	individual	pending
sso	Sissano	living	individual	pending
ssp	Spanish Sign Language	living	individual	pending
ssq	So'a	living	individual	pending
ssr	Swiss-French Sign Language	living	individual	pending
sss	Sô	living	individual	pending
sst	Sinasina	living	individual	pending
ssu	Susuami	living	individual	pending
ssv	Shark Bay	living	individual	pending
ssw	Swati	living	individual	pending
ssx	Samberigi	living	individual	pending
ssy	Saho	living	individual	pending
ssz	Sengseng	living	individual	pending
sta	Settla	living	individual	pending
stb	Northern Subanen	living	individual	pending
std	Sentinel	living	individual	pending
ste	Liana-Seti	living	individual	pending
stf	Seta	living	individual	pending
stg	Trieng	living	individual	pending
sth	Shelta	living	individual	pending
sti	Bulo Stieng	living	individual	pending
stj	Matya Samo	living	individual	pending
stk	Arammba	living	individual	pending
stl	Stellingwerfs	living	individual	pending
stm	Setaman	living	individual	pending
stn	Owa	living	individual	pending
sto	Stoney	living	individual	pending
stp	Southeastern Tepehuan	living	individual	pending
stq	Saterfriesisch	living	individual	pending
str	Straits Salish	living	individual	pending
sts	Shumashti	living	individual	pending
stt	Budeh Stieng	living	individual	pending
stu	Samtao	living	individual	pending
stv	Silt'e	living	individual	pending
stw	Satawalese	living	individual	pending
sty	Siberian Tatar	living	individual	pending
sua	Sulka	living	individual	pending
sub	Suku	living	individual	pending
suc	Western Subanon	living	individual	pending
sue	Suena	living	individual	pending
sug	Suganga	living	individual	pending
sui	Suki	living	individual	pending
suj	Shubi	living	individual	pending
suk	Sukuma	living	individual	pending
sun	Sundanese	living	individual	seeded
suq	Suri	living	individual	pending
sur	Mwaghavul	living	individual	pending
sus	Susu	living	individual	pending
sut	Subtiaba	extinct	individual	pending
suv	Puroik	living	individual	pending
suw	Sumbwa	living	individual	pending
sux	Sumerian	ancient	individual	pending
suy	Suyá	living	individual	pending
suz	Sunwar	living	individual	pending
sva	Svan	living	individual	pending
svb	Ulau-Suain	living	individual	pending
svc	Vincentian Creole English	living	individual	pending
sve	Serili	living	individual	pending
svk	Slovakian Sign Language	living	individual	pending
svm	Slavomolisano	living	individual	pending
svs	Savosavo	living	individual	pending
svx	Skalvian	historical	individual	pending
swa	Swahili (macrolanguage)	living	macrolanguage	pending
swb	Maore Comorian	living	individual	pending
swc	Congo Swahili	living	individual	pending
swe	Swedish	living	individual	pending
swf	Sere	living	individual	pending
swg	Swabian	living	individual	pending
swh	Swahili (individual language)	living	individual	pending
swi	Sui	living	individual	pending
swj	Sira	living	individual	pending
swk	Malawi Sena	living	individual	pending
swl	Swedish Sign Language	living	individual	pending
swm	Samosa	living	individual	pending
swn	Sawknah	living	individual	pending
swo	Shanenawa	living	individual	pending
swp	Suau	living	individual	pending
swq	Sharwa	living	individual	pending
swr	Saweru	living	individual	pending
sws	Seluwasan	living	individual	pending
swt	Sawila	living	individual	pending
swu	Suwawa	living	individual	pending
swv	Shekhawati	living	individual	pending
sww	Sowa	extinct	individual	pending
swx	Suruahá	living	individual	pending
swy	Sarua	living	individual	pending
sxb	Suba	living	individual	pending
sxc	Sicanian	ancient	individual	pending
sxe	Sighu	living	individual	pending
sxg	Shuhi	living	individual	pending
sxk	Southern Kalapuya	extinct	individual	pending
sxl	Selian	extinct	individual	pending
sxm	Samre	living	individual	pending
sxn	Sangir	living	individual	pending
sxo	Sorothaptic	ancient	individual	pending
sxr	Saaroa	living	individual	pending
sxs	Sasaru	living	individual	pending
sxu	Upper Saxon	living	individual	pending
sxw	Saxwe Gbe	living	individual	pending
sya	Siang	living	individual	pending
syb	Central Subanen	living	individual	pending
syc	Classical Syriac	historical	individual	pending
syi	Seki	living	individual	pending
syk	Sukur	living	individual	pending
syl	Sylheti	living	individual	pending
sym	Maya Samo	living	individual	pending
syn	Senaya	living	individual	pending
syo	Suoy	living	individual	pending
syr	Syriac	living	macrolanguage	seeded
sys	Sinyar	living	individual	pending
syw	Kagate	living	individual	pending
syx	Samay	living	individual	pending
syy	Al-Sayyid Bedouin Sign Language	living	individual	pending
sza	Semelai	living	individual	pending
szb	Ngalum	living	individual	pending
szc	Semaq Beri	living	individual	pending
szd	Seru	extinct	individual	pending
sze	Seze	living	individual	pending
szg	Sengele	living	individual	pending
szl	Silesian	living	individual	pending
szn	Sula	living	individual	pending
szp	Suabo	living	individual	pending
szs	Solomon Islands Sign Language	living	individual	pending
szv	Isu (Fako Division)	living	individual	pending
szw	Sawai	living	individual	pending
szy	Sakizaya	living	individual	pending
taa	Lower Tanana	living	individual	pending
tab	Tabassaran	living	individual	pending
tac	Lowland Tarahumara	living	individual	pending
tad	Tause	living	individual	pending
tae	Tariana	living	individual	pending
taf	Tapirapé	living	individual	pending
tag	Tagoi	living	individual	pending
tah	Tahitian	living	individual	pending
taj	Eastern Tamang	living	individual	pending
tak	Tala	living	individual	pending
tal	Tal	living	individual	pending
tam	Tamil	living	individual	seeded
tan	Tangale	living	individual	pending
tao	Yami	living	individual	pending
tap	Taabwa	living	individual	pending
taq	Tamasheq	living	individual	pending
tar	Central Tarahumara	living	individual	pending
tas	Tay Boi	extinct	individual	pending
tat	Tatar	living	individual	pending
tau	Upper Tanana	living	individual	pending
tav	Tatuyo	living	individual	pending
taw	Tai	living	individual	pending
tax	Tamki	living	individual	pending
tay	Atayal	living	individual	pending
taz	Tocho	living	individual	pending
tba	Aikanã	living	individual	pending
tbc	Takia	living	individual	pending
tbd	Kaki Ae	living	individual	pending
tbe	Tanimbili	living	individual	pending
tbf	Mandara	living	individual	pending
tbg	North Tairora	living	individual	pending
tbh	Dharawal	extinct	individual	pending
tbi	Gaam	living	individual	pending
tbj	Tiang	living	individual	pending
tbk	Calamian Tagbanwa	living	individual	pending
tbl	Tboli	living	individual	pending
tbm	Tagbu	living	individual	pending
tbn	Barro Negro Tunebo	living	individual	pending
tbo	Tawala	living	individual	pending
tbp	Taworta	living	individual	pending
tbr	Tumtum	living	individual	pending
tbs	Tanguat	living	individual	pending
tbt	Tembo (Kitembo)	living	individual	pending
tbu	Tubar	extinct	individual	pending
tbv	Tobo	living	individual	pending
tbw	Tagbanwa	living	individual	pending
tbx	Kapin	living	individual	pending
tby	Tabaru	living	individual	pending
tbz	Ditammari	living	individual	pending
tca	Ticuna	living	individual	pending
tcb	Tanacross	living	individual	pending
tcc	Datooga	living	individual	pending
tcd	Tafi	living	individual	pending
tce	Southern Tutchone	living	individual	pending
tcf	Malinaltepec Me'phaa	living	individual	pending
tcg	Tamagario	living	individual	pending
tch	Turks And Caicos Creole English	living	individual	pending
tci	Wára	living	individual	pending
tck	Tchitchege	living	individual	pending
tcl	Taman (Myanmar)	extinct	individual	pending
tcm	Tanahmerah	living	individual	pending
tcn	Tichurong	living	individual	pending
tco	Taungyo	living	individual	pending
tcp	Tawr Chin	living	individual	pending
tcq	Kaiy	living	individual	pending
tcs	Torres Strait Creole	living	individual	pending
tct	T'en	living	individual	pending
tcu	Southeastern Tarahumara	living	individual	pending
tcw	Tecpatlán Totonac	living	individual	pending
tcx	Toda	living	individual	pending
tcy	Tulu	living	individual	seeded
tcz	Thado Chin	living	individual	pending
tda	Tagdal	living	individual	pending
tdb	Panchpargania	living	individual	pending
tdc	Emberá-Tadó	living	individual	pending
tdd	Tai Nüa	living	individual	pending
tde	Tiranige Diga Dogon	living	individual	pending
tdf	Talieng	living	individual	pending
tdg	Western Tamang	living	individual	pending
tdh	Thulung	living	individual	pending
tdi	Tomadino	living	individual	pending
tdj	Tajio	living	individual	pending
tdk	Tambas	living	individual	pending
tdl	Sur	living	individual	pending
tdm	Taruma	living	individual	pending
tdn	Tondano	living	individual	pending
tdo	Teme	living	individual	pending
tdq	Tita	living	individual	pending
tdr	Todrah	living	individual	pending
tds	Doutai	living	individual	pending
tdt	Tetun Dili	living	individual	pending
tdv	Toro	living	individual	pending
tdx	Tandroy-Mahafaly Malagasy	living	individual	pending
tdy	Tadyawan	living	individual	pending
tea	Temiar	living	individual	pending
teb	Tetete	extinct	individual	pending
tec	Terik	living	individual	pending
ted	Tepo Krumen	living	individual	pending
tee	Huehuetla Tepehua	living	individual	pending
tef	Teressa	living	individual	pending
teg	Teke-Tege	living	individual	pending
teh	Tehuelche	living	individual	pending
tei	Torricelli	living	individual	pending
tek	Ibali Teke	living	individual	pending
tel	Telugu	living	individual	seeded
tem	Timne	living	individual	pending
ten	Tama (Colombia)	extinct	individual	pending
teo	Teso	living	individual	pending
tep	Tepecano	extinct	individual	pending
teq	Temein	living	individual	pending
ter	Tereno	living	individual	pending
tes	Tengger	living	individual	pending
tet	Tetum	living	individual	pending
teu	Soo	living	individual	pending
tev	Teor	living	individual	pending
tew	Tewa (USA)	living	individual	pending
tex	Tennet	living	individual	pending
tey	Tulishi	living	individual	pending
tez	Tetserret	living	individual	pending
tfi	Tofin Gbe	living	individual	pending
tfn	Tanaina	living	individual	pending
tfo	Tefaro	living	individual	pending
tfr	Teribe	living	individual	pending
tft	Ternate	living	individual	pending
tga	Sagalla	living	individual	pending
tgb	Tobilung	living	individual	pending
tgc	Tigak	living	individual	pending
tgd	Ciwogai	living	individual	pending
tge	Eastern Gorkha Tamang	living	individual	pending
tgf	Chalikha	living	individual	pending
tgh	Tobagonian Creole English	living	individual	pending
tgi	Lawunuia	living	individual	pending
tgj	Tagin	living	individual	pending
tgk	Tajik	living	individual	pending
tgl	Tagalog	living	individual	seeded
tgn	Tandaganon	living	individual	pending
tgo	Sudest	living	individual	pending
tgp	Tangoa	living	individual	pending
tgq	Tring	living	individual	pending
tgr	Tareng	living	individual	pending
tgs	Nume	living	individual	pending
tgt	Central Tagbanwa	living	individual	pending
tgu	Tanggu	living	individual	pending
tgv	Tingui-Boto	extinct	individual	pending
tgw	Tagwana Senoufo	living	individual	pending
tgx	Tagish	living	individual	pending
tgy	Togoyo	extinct	individual	pending
tgz	Tagalaka	extinct	individual	pending
tha	Thai	living	individual	seeded
thd	Kuuk Thaayorre	living	individual	pending
the	Chitwania Tharu	living	individual	pending
thf	Thangmi	living	individual	pending
thh	Northern Tarahumara	living	individual	pending
thi	Tai Long	living	individual	pending
thk	Tharaka	living	individual	pending
thl	Dangaura Tharu	living	individual	pending
thm	Aheu	living	individual	pending
thn	Thachanadan	living	individual	pending
thp	Thompson	living	individual	pending
thq	Kochila Tharu	living	individual	pending
thr	Rana Tharu	living	individual	pending
ths	Thakali	living	individual	pending
tht	Tahltan	living	individual	pending
thu	Thuri	living	individual	pending
thv	Tahaggart Tamahaq	living	individual	pending
thy	Tha	living	individual	pending
thz	Tayart Tamajeq	living	individual	pending
tia	Tidikelt Tamazight	living	individual	pending
tic	Tira	living	individual	pending
tif	Tifal	living	individual	pending
tig	Tigre	living	individual	pending
tih	Timugon Murut	living	individual	pending
tii	Tiene	living	individual	pending
tij	Tilung	living	individual	pending
tik	Tikar	living	individual	pending
til	Tillamook	extinct	individual	pending
tim	Timbe	living	individual	pending
tin	Tindi	living	individual	pending
tio	Teop	living	individual	pending
tip	Trimuris	living	individual	pending
tiq	Tiéfo	living	individual	pending
tir	Tigrinya	living	individual	pending
tis	Masadiit Itneg	living	individual	pending
tit	Tinigua	living	individual	pending
tiu	Adasen	living	individual	pending
tiv	Tiv	living	individual	pending
tiw	Tiwi	living	individual	pending
tix	Southern Tiwa	living	individual	pending
tiy	Tiruray	living	individual	pending
tiz	Tai Hongjin	living	individual	pending
tja	Tajuasohn	living	individual	pending
tjg	Tunjung	living	individual	pending
tji	Northern Tujia	living	individual	pending
tjj	Tjungundji	living	individual	pending
tjl	Tai Laing	living	individual	pending
tjm	Timucua	extinct	individual	pending
tjn	Tonjon	extinct	individual	pending
tjo	Temacine Tamazight	living	individual	pending
tjp	Tjupany	living	individual	pending
tjs	Southern Tujia	living	individual	pending
tju	Tjurruru	extinct	individual	pending
tjw	Djabwurrung	living	individual	pending
tka	Truká	extinct	individual	pending
tkb	Buksa	living	individual	pending
tkd	Tukudede	living	individual	pending
tke	Takwane	living	individual	pending
tkf	Tukumanféd	extinct	individual	pending
tkg	Tesaka Malagasy	living	individual	pending
tkl	Tokelau	living	individual	pending
tkm	Takelma	extinct	individual	pending
tkn	Toku-No-Shima	living	individual	pending
tkp	Tikopia	living	individual	pending
tkq	Tee	living	individual	pending
tkr	Tsakhur	living	individual	pending
tks	Takestani	living	individual	pending
tkt	Kathoriya Tharu	living	individual	pending
tku	Upper Necaxa Totonac	living	individual	pending
tkv	Mur Pano	living	individual	pending
tkw	Teanu	living	individual	pending
tkx	Tangko	living	individual	pending
tkz	Takua	living	individual	pending
tla	Southwestern Tepehuan	living	individual	pending
tlb	Tobelo	living	individual	pending
tlc	Yecuatla Totonac	living	individual	pending
tld	Talaud	living	individual	pending
tlf	Telefol	living	individual	pending
tlg	Tofanma	living	individual	pending
tlh	Klingon	constructed	individual	pending
tli	Tlingit	living	individual	pending
tlj	Talinga-Bwisi	living	individual	pending
tlk	Taloki	living	individual	pending
tll	Tetela	living	individual	pending
tlm	Tolomako	living	individual	pending
tln	Talondo'	living	individual	pending
tlo	Talodi	living	individual	pending
tlp	Filomena Mata-Coahuitlán Totonac	living	individual	pending
tlq	Tai Loi	living	individual	pending
tlr	Talise	living	individual	pending
tls	Tambotalo	living	individual	pending
tlt	Sou Nama	living	individual	pending
tlu	Tulehu	living	individual	pending
tlv	Taliabu	living	individual	pending
tlx	Khehek	living	individual	pending
tly	Talysh	living	individual	pending
tma	Tama (Chad)	living	individual	pending
tmb	Katbol	living	individual	pending
tmc	Tumak	living	individual	pending
tmd	Haruai	living	individual	pending
tme	Tremembé	extinct	individual	pending
tmf	Toba-Maskoy	living	individual	pending
tmg	Ternateño	extinct	individual	pending
tmh	Tamashek	living	macrolanguage	pending
tmi	Tutuba	living	individual	pending
tmj	Samarokena	living	individual	pending
tmk	Northwestern Tamang	living	individual	pending
tml	Tamnim Citak	living	individual	pending
tmm	Tai Thanh	living	individual	pending
tmn	Taman (Indonesia)	living	individual	pending
tmo	Temoq	living	individual	pending
tmq	Tumleo	living	individual	pending
tmr	Jewish Babylonian Aramaic (ca. 200-1200 CE)	extinct	individual	pending
tms	Tima	living	individual	pending
tmt	Tasmate	living	individual	pending
tmu	Iau	living	individual	pending
tmv	Tembo (Motembo)	living	individual	pending
tmw	Temuan	living	individual	pending
tmy	Tami	living	individual	pending
tmz	Tamanaku	extinct	individual	pending
tna	Tacana	living	individual	pending
tnb	Western Tunebo	living	individual	pending
tnc	Tanimuca-Retuarã	living	individual	pending
tnd	Angosturas Tunebo	living	individual	pending
tng	Tobanga	living	individual	pending
tnh	Maiani	living	individual	pending
tni	Tandia	living	individual	pending
tnk	Kwamera	living	individual	pending
tnl	Lenakel	living	individual	pending
tnm	Tabla	living	individual	pending
tnn	North Tanna	living	individual	pending
tno	Toromono	living	individual	pending
tnp	Whitesands	living	individual	pending
tnq	Taino	extinct	individual	pending
tnr	Ménik	living	individual	pending
tns	Tenis	living	individual	pending
tnt	Tontemboan	living	individual	pending
tnu	Tay Khang	living	individual	pending
tnv	Tangchangya	living	individual	pending
tnw	Tonsawang	living	individual	pending
tnx	Tanema	living	individual	pending
tny	Tongwe	living	individual	pending
tnz	Ten'edn	living	individual	pending
tob	Toba	living	individual	pending
toc	Coyutla Totonac	living	individual	pending
tod	Toma	living	individual	pending
tof	Gizrra	living	individual	pending
tog	Tonga (Nyasa)	living	individual	pending
toh	Gitonga	living	individual	pending
toi	Tonga (Zambia)	living	individual	pending
toj	Tojolabal	living	individual	pending
tol	Tolowa	extinct	individual	pending
tom	Tombulu	living	individual	pending
ton	Tonga (Tonga Islands)	living	individual	pending
too	Xicotepec De Juárez Totonac	living	individual	pending
top	Papantla Totonac	living	individual	pending
toq	Toposa	living	individual	pending
tor	Togbo-Vara Banda	living	individual	pending
tos	Highland Totonac	living	individual	pending
tou	Tho	living	individual	pending
tov	Upper Taromi	living	individual	pending
tow	Jemez	living	individual	pending
tox	Tobian	living	individual	pending
toy	Topoiyo	living	individual	pending
toz	To	living	individual	pending
tpa	Taupota	living	individual	pending
tpc	Azoyú Me'phaa	living	individual	pending
tpe	Tippera	living	individual	pending
tpf	Tarpia	living	individual	pending
tpg	Kula	living	individual	pending
tpi	Tok Pisin	living	individual	pending
tpj	Tapieté	living	individual	pending
tpk	Tupinikin	extinct	individual	pending
tpl	Tlacoapa Me'phaa	living	individual	pending
tpm	Tampulma	living	individual	pending
tpn	Tupinambá	extinct	individual	pending
tpo	Tai Pao	living	individual	pending
tpp	Pisaflores Tepehua	living	individual	pending
tpq	Tukpa	living	individual	pending
tpr	Tuparí	living	individual	pending
tpt	Tlachichilco Tepehua	living	individual	pending
tpu	Tampuan	living	individual	pending
tpv	Tanapag	living	individual	pending
tpw	Tupí	extinct	individual	pending
tpx	Acatepec Me'phaa	living	individual	pending
tpy	Trumai	living	individual	pending
tpz	Tinputz	living	individual	pending
tqb	Tembé	living	individual	pending
tql	Lehali	living	individual	pending
tqm	Turumsa	living	individual	pending
tqn	Tenino	living	individual	pending
tqo	Toaripi	living	individual	pending
tqp	Tomoip	living	individual	pending
tqq	Tunni	living	individual	pending
tqr	Torona	extinct	individual	pending
tqt	Western Totonac	living	individual	pending
tqu	Touo	living	individual	pending
tqw	Tonkawa	extinct	individual	pending
tra	Tirahi	living	individual	pending
trb	Terebu	living	individual	pending
trc	Copala Triqui	living	individual	pending
trd	Turi	living	individual	pending
tre	East Tarangan	living	individual	pending
trf	Trinidadian Creole English	living	individual	pending
trg	Lishán Didán	living	individual	pending
trh	Turaka	living	individual	pending
tri	Trió	living	individual	pending
trj	Toram	living	individual	pending
trl	Traveller Scottish	living	individual	pending
trm	Tregami	living	individual	pending
trn	Trinitario	living	individual	pending
tro	Tarao Naga	living	individual	pending
trp	Kok Borok	living	individual	pending
trq	San Martín Itunyoso Triqui	living	individual	pending
trr	Taushiro	living	individual	pending
trs	Chicahuaxtla Triqui	living	individual	pending
trt	Tunggare	living	individual	pending
tru	Turoyo	living	individual	pending
trv	Taroko	living	individual	pending
trw	Torwali	living	individual	pending
trx	Tringgus-Sembaan Bidayuh	living	individual	pending
try	Turung	extinct	individual	pending
trz	Torá	extinct	individual	pending
tsa	Tsaangi	living	individual	pending
tsb	Tsamai	living	individual	pending
tsc	Tswa	living	individual	pending
tsd	Tsakonian	living	individual	pending
tse	Tunisian Sign Language	living	individual	pending
tsg	Tausug	living	individual	pending
tsh	Tsuvan	living	individual	pending
tsi	Tsimshian	living	individual	pending
tsj	Tshangla	living	individual	pending
tsk	Tseku	living	individual	pending
tsl	Ts'ün-Lao	living	individual	pending
tsm	Turkish Sign Language	living	individual	pending
tsn	Tswana	living	individual	pending
tso	Tsonga	living	individual	pending
tsp	Northern Toussian	living	individual	pending
tsq	Thai Sign Language	living	individual	pending
tsr	Akei	living	individual	pending
tss	Taiwan Sign Language	living	individual	pending
tst	Tondi Songway Kiini	living	individual	pending
tsu	Tsou	living	individual	pending
tsv	Tsogo	living	individual	pending
tsw	Tsishingini	living	individual	pending
tsx	Mubami	living	individual	pending
tsy	Tebul Sign Language	living	individual	pending
tsz	Purepecha	living	individual	pending
tta	Tutelo	extinct	individual	pending
ttb	Gaa	living	individual	pending
ttc	Tektiteko	living	individual	pending
ttd	Tauade	living	individual	pending
tte	Bwanabwana	living	individual	pending
ttf	Tuotomb	living	individual	pending
ttg	Tutong	living	individual	pending
tth	Upper Ta'oih	living	individual	pending
tti	Tobati	living	individual	pending
ttj	Tooro	living	individual	pending
ttk	Totoro	living	individual	pending
ttl	Totela	living	individual	pending
ttm	Northern Tutchone	living	individual	pending
ttn	Towei	living	individual	pending
tto	Lower Ta'oih	living	individual	pending
ttp	Tombelala	living	individual	pending
ttq	Tawallammat Tamajaq	living	individual	pending
ttr	Tera	living	individual	pending
tts	Northeastern Thai	living	individual	pending
ttt	Muslim Tat	living	individual	pending
ttu	Torau	living	individual	pending
ttv	Titan	living	individual	pending
ttw	Long Wat	living	individual	pending
tty	Sikaritai	living	individual	pending
ttz	Tsum	living	individual	pending
tua	Wiarumus	living	individual	pending
tub	Tübatulabal	extinct	individual	pending
tuc	Mutu	living	individual	pending
tud	Tuxá	extinct	individual	pending
tue	Tuyuca	living	individual	pending
tuf	Central Tunebo	living	individual	pending
tug	Tunia	living	individual	pending
tuh	Taulil	living	individual	pending
tui	Tupuri	living	individual	pending
tuj	Tugutil	living	individual	pending
tuk	Turkmen	living	individual	pending
tul	Tula	living	individual	pending
tum	Tumbuka	living	individual	pending
tun	Tunica	living	individual	pending
tuo	Tucano	living	individual	pending
tuq	Tedaga	living	individual	pending
tur	Turkish	living	individual	pending
tus	Tuscarora	living	individual	pending
tuu	Tututni	living	individual	pending
tuv	Turkana	living	individual	pending
tux	Tuxináwa	extinct	individual	pending
tuy	Tugen	living	individual	pending
tuz	Turka	living	individual	pending
tva	Vaghua	living	individual	pending
tvd	Tsuvadi	living	individual	pending
tve	Te'un	living	individual	pending
tvk	Southeast Ambrym	living	individual	pending
tvl	Tuvalu	living	individual	pending
tvm	Tela-Masbuar	living	individual	pending
tvn	Tavoyan	living	individual	pending
tvo	Tidore	living	individual	pending
tvs	Taveta	living	individual	pending
tvt	Tutsa Naga	living	individual	pending
tvu	Tunen	living	individual	pending
tvw	Sedoa	living	individual	pending
tvx	Taivoan	extinct	individual	pending
tvy	Timor Pidgin	extinct	individual	pending
twa	Twana	extinct	individual	pending
twb	Western Tawbuid	living	individual	pending
twc	Teshenawa	extinct	individual	pending
twd	Twents	living	individual	pending
twe	Tewa (Indonesia)	living	individual	pending
twf	Northern Tiwa	living	individual	pending
twg	Tereweng	living	individual	pending
twh	Tai Dón	living	individual	pending
twi	Twi	living	individual	pending
twl	Tawara	living	individual	pending
twm	Tawang Monpa	living	individual	pending
twn	Twendi	living	individual	pending
two	Tswapong	living	individual	pending
twp	Ere	living	individual	pending
twq	Tasawaq	living	individual	pending
twr	Southwestern Tarahumara	living	individual	pending
twt	Turiwára	extinct	individual	pending
twu	Termanu	living	individual	pending
tww	Tuwari	living	individual	pending
twx	Tewe	living	individual	pending
twy	Tawoyan	living	individual	pending
txa	Tombonuo	living	individual	pending
txb	Tokharian B	ancient	individual	pending
txc	Tsetsaut	extinct	individual	pending
txe	Totoli	living	individual	pending
txg	Tangut	ancient	individual	pending
txh	Thracian	ancient	individual	pending
txi	Ikpeng	living	individual	pending
txj	Tarjumo	living	individual	pending
txm	Tomini	living	individual	pending
txn	West Tarangan	living	individual	pending
txo	Toto	living	individual	pending
txq	Tii	living	individual	pending
txr	Tartessian	ancient	individual	pending
txs	Tonsea	living	individual	pending
txt	Citak	living	individual	pending
txu	Kayapó	living	individual	pending
txx	Tatana	living	individual	pending
txy	Tanosy Malagasy	living	individual	pending
tya	Tauya	living	individual	pending
tye	Kyanga	living	individual	pending
tyh	O'du	living	individual	pending
tyi	Teke-Tsaayi	living	individual	pending
tyj	Tai Do	living	individual	pending
tyl	Thu Lao	living	individual	pending
tyn	Kombai	living	individual	pending
typ	Thaypan	extinct	individual	pending
tyr	Tai Daeng	living	individual	pending
tys	Tày Sa Pa	living	individual	pending
tyt	Tày Tac	living	individual	pending
tyu	Kua	living	individual	pending
tyv	Tuvinian	living	individual	pending
tyx	Teke-Tyee	living	individual	pending
tyz	Tày	living	individual	pending
tza	Tanzanian Sign Language	living	individual	pending
tzh	Tzeltal	living	individual	pending
tzj	Tz'utujil	living	individual	pending
tzl	Talossan	constructed	individual	pending
tzm	Central Atlas Tamazight	living	individual	pending
tzn	Tugun	living	individual	pending
tzo	Tzotzil	living	individual	pending
tzx	Tabriak	living	individual	pending
uam	Uamué	extinct	individual	pending
uan	Kuan	living	individual	pending
uar	Tairuma	living	individual	pending
uba	Ubang	living	individual	pending
ubi	Ubi	living	individual	pending
ubl	Buhi'non Bikol	living	individual	pending
ubr	Ubir	living	individual	pending
ubu	Umbu-Ungu	living	individual	pending
uby	Ubykh	extinct	individual	pending
uda	Uda	living	individual	pending
ude	Udihe	living	individual	pending
udg	Muduga	living	individual	pending
udi	Udi	living	individual	pending
udj	Ujir	living	individual	pending
udl	Wuzlam	living	individual	pending
udm	Udmurt	living	individual	pending
udu	Uduk	living	individual	pending
ues	Kioko	living	individual	pending
ufi	Ufim	living	individual	pending
uga	Ugaritic	ancient	individual	pending
ugb	Kuku-Ugbanh	extinct	individual	pending
uge	Ughele	living	individual	pending
ugn	Ugandan Sign Language	living	individual	pending
ugo	Ugong	living	individual	pending
ugy	Uruguayan Sign Language	living	individual	pending
uha	Uhami	living	individual	pending
uhn	Damal	living	individual	pending
uig	Uighur	living	individual	seeded
uis	Uisai	living	individual	pending
uiv	Iyive	living	individual	pending
uji	Tanjijili	living	individual	pending
uka	Kaburi	living	individual	pending
ukg	Ukuriguma	living	individual	pending
ukh	Ukhwejo	living	individual	pending
uki	Kui (India)	living	individual	pending
ukk	Muak Sa-aak	living	individual	pending
ukl	Ukrainian Sign Language	living	individual	pending
ukp	Ukpe-Bayobiri	living	individual	pending
ukq	Ukwa	living	individual	pending
ukr	Ukrainian	living	individual	pending
uks	Urubú-Kaapor Sign Language	living	individual	pending
uku	Ukue	living	individual	pending
ukv	Kuku	living	individual	pending
ukw	Ukwuani-Aboh-Ndoni	living	individual	pending
uky	Kuuk-Yak	extinct	individual	pending
ula	Fungwa	living	individual	pending
ulb	Ulukwumi	living	individual	pending
ulc	Ulch	living	individual	pending
ule	Lule	extinct	individual	pending
ulf	Usku	living	individual	pending
uli	Ulithian	living	individual	pending
ulk	Meriam Mir	living	individual	pending
ull	Ullatan	living	individual	pending
ulm	Ulumanda'	living	individual	pending
uln	Unserdeutsch	living	individual	pending
ulu	Uma' Lung	living	individual	pending
ulw	Ulwa	living	individual	pending
uma	Umatilla	living	individual	pending
umb	Umbundu	living	individual	pending
umc	Marrucinian	ancient	individual	pending
umd	Umbindhamu	extinct	individual	pending
umg	Morrobalama	extinct	individual	pending
